제작사,차명,대수,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
선롱버스코리아,두에고,550,2013-01-22,2014-12-30,2015-07-10,"제원허용차, 방향지시등 색도, 최고속도제한장치, 조수석안전띠, 최후단열 좌석안전띠"
아우디폭스바겐코리아,파사트1.8TSI,448,2014-04-30,2014-10-21,2015-03-20,연료레일 제작 과정 중 연료 분배 레일의 엔드 캡 부분에 불충분한 용접으로 용접된 부위에서 연료 누출 가능성 발견
아우디폭스바겐코리아,S4 3.0 TFSI,10,2011-12-05,2011-12-13,2015-04-03,연료분사장치에 장착된 연료 레일 연료 누설 가능성
아우디폭스바겐코리아,A6 3.0 TFSI,1482,2011-04-08,2012-02-06,2015-04-03,연료분사장치에 장착된 연료 레일 연료 누설 가능성
아우디폭스바겐코리아,A7 3.0 TFSI,531,2011-04-27,2012-02-02,2015-04-03,연료분사장치에 장착된 연료 레일 연료 누설 가능성
아우디폭스바겐코리아,A8 3.0 TFSI,175,2011-04-20,2012-01-31,2015-04-03,연료분사장치에 장착된 연료 레일 연료 누설 가능성
아우디폭스바겐코리아,티구안 2.0 TDI,490,2014-10-03,2014-12-03,2015-04-24,타이어 공기 압력 경고등 관련 오류 코딩으로 계기판에 있는 타이어 공기 압력 경고등이 점등되지 않을 수 가능성
아우디폭스바겐코리아,Continental Flying Spur,53,2011-04-20,2012-09-28,2015-12-01,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성
아우디폭스바겐코리아,Flying Spur,163,2013-06-14,2014-05-07,2015-12-01,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성
아우디폭스바겐코리아,Continental Flying Spur Speed,39,2011-05-04,2012-09-26,2015-12-01,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성
아우디폭스바겐코리아,Continental Supersports Convertible,3,2011-06-16,2011-11-26,2015-12-01,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성
아우디폭스바겐코리아,New Continental GT,67,2011-04-07,2014-01-24,2015-12-01,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성
아우디폭스바겐코리아,New Continental GT Speed,47,2012-12-12,2014-04-30,2015-12-01,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성
아우디폭스바겐코리아,New Continental GT V8,131,2012-05-12,2014-02-17,2015-12-01,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성
아우디폭스바겐코리아,New Continental GTC,12,2012-02-06,2014-04-07,2015-12-01,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성
아우디폭스바겐코리아,New Continental GTC Speed,2,2013-07-16,2013-07-22,2015-12-01,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성
아우디폭스바겐코리아,New Continental GTC V8,11,2012-06-25,2014-04-15,2015-12-01,배터리 케이블 연결부의 접촉 불량으로 인해 재시동 불가 또는 과열로 인한 화재 발생 가능성
아우디폭스바겐코리아,EOS,27,2010,2010,2015-12-23,클럭스프링의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성
아우디폭스바겐코리아,GOLF,2,2010,2010,2015-12-23,클럭스프링의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성
아우디폭스바겐코리아,Jetta,5156,2011,2014,2015-12-23,클럭스프링의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성
아우디폭스바겐코리아,CC,7301,2010,2014,2015-12-23,클럭스프링의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성
아우디폭스바겐코리아,Passat US,5117,2012,2014,2015-12-23,클럭스프링의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성
아우디폭스바겐코리아,Passat EUR,2660,2010,2011,2015-12-23,클럭스프링의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성
아우디폭스바겐코리아,Scirocco,620,2012,2013,2015-12-23,클럭스프링의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성
아우디폭스바겐코리아,Tiguan,6928,2011,2014,2015-12-23,클럭스프링의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성
"에프씨에이코리아(구, 크라이슬러코리아)",그랜드보이저,90,2011-02-14,2013-08-09,2015-01-21,"운전석 도어에 위치한 3열 환기 유리 스위치가 수분에 노출되면 과열이 발생될 수 있으며, 과열된 스위치는 연기 발생 및 타는 냄새의 원인 될수 있으며 심한경우 화재 발생"
"에프씨에이코리아(구, 크라이슬러코리아)","짚체로키, KL",611,2014-04-06,2014-11-15,2015-03-31,에어백 관련 소프트웨어 오류로 인해 옆면 및 전면 에어백이 특정운행 조건에서 서전인지 없이 전개가능성 발견
"에프씨에이코리아(구, 크라이슬러코리아)","짚랭글러, JK",3025,2010-10-26,2013-07-10,2015-03-31,"수분이 사이드 미러 열선 배선을 따라 흘러 들어가 열선 커넥터 안쪽으로 유입 될수 있고 이 수분침투로 인해 열선 커넥터 내 전원, 접지 배선 연결 부위에 부식이 발생될수 있어 작동 불량 및 화재 위험성 발견"
"에프씨에이코리아(구, 크라이슬러코리아)","짚그랜드체로키, WK",231,2013-03-27,2014-01-13,2015-05-15,"에어백 모듈 회로기판에 뿌려진 습기(수분) 유입을 막는 코팅이 회로기판의 일부분에서 두껍게 뿌려지고 또한 완벽하게 건조가 되지 않아, 코팅이 갈라지고 이로인해 갈라진 부분으로 수분이 침투되어 에어백 경고등 점등 및 잠재적으로 에어백 시스템이 작동불량 될 가능성 "
"에프씨에이코리아(구, 크라이슬러코리아)","짚체로키, KL",675,2014-09-03,2014-10-30,2015-06-25,승객 구속 장치(ORC) 소프트웨어오류(오프로드 운행 조건 시 차량각도가 ORC모듈에 설정되어 있는 전복단계의 한계치로 인식)로 인해 옆면 및 전면 에어백이 특정운행 조건에서 사전인지 없이 전개될 가능성 
"에프씨에이코리아(구, 크라이슬러코리아)",듀랑고,55,2004-04-28,2006-12-07,2015-07-21,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
"에프씨에이코리아(구, 크라이슬러코리아)",300C,5672,2004-04-21,2008-06-19,2015-07-21,승용자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
"에프씨에이코리아(구, 크라이슬러코리아)",다코타,595,2004-10-15,2011-05-24,2015-07-21,화물자동차의 경우 충돌로 인한 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성
"에프씨에이코리아(구, 크라이슬러코리아)"," 짚그랜드체로키, WK",2126,2011-05-13,2012-12-19,2015-09-18,차량 전원 통합 모듈내부에 장착된 연료 펌프 릴레이가 어떤 경고 메시지 없이 작동이 안될 가능성이 있음
"에프씨에이코리아(구, 크라이슬러코리아)","짚그랜드체로키, WK/WH",95,2007-08-23,2008-04-25,2015-10-29,엔진 시동스위치 내부 회로 결함으로 주행 중 시동이 꺼질 가능성
"에프씨에이코리아(구, 크라이슬러코리아)",300C,1513,2007-09-24,2008-05-08,2015-10-29,엔진 시동스위치 내부 회로 결함으로 주행 중 시동이 꺼질 가능성
"에프씨에이코리아(구, 크라이슬러코리아)",짚커맨더,54,2007-09-28,2008-05-09,2015-10-29,엔진 시동스위치 내부 회로 결함으로 주행 중 시동이 꺼질 가능성
"에프씨에이코리아(구, 크라이슬러코리아)",그랜드보이저,146,2007-12-10,2010-05-06,2015-10-29,엔진 시동스위치 내부 회로 결함으로 주행 중 시동이 꺼질 가능성
"에프씨에이코리아(구, 크라이슬러코리아)","짚그랜드체로키, WK/WH",1156,2004-07-14,2007-08-29,2015-10-29,엔진 시동스위치 내부 회로 결함으로 주행 중 시동이 꺼질 가능성
"에프씨에이코리아(구, 크라이슬러코리아)","짚커맨더, XH",214,2006-01-26,2007-03-16,2015-10-29,엔진 시동스위치 내부 회로 결함으로 주행 중 시동이 꺼질 가능성
"에프씨에이코리아(구, 크라이슬러코리아)","짚체로키, KL",164,2014-10-12,2015-06-12,2015-12-01,에어컨 호스와 엔진 배기장치의 고온 부위가 접촉되도록 잘못 조립되어 에어컨 호스가 손상되거나 화재가 발생할 가능성
"에프씨에이코리아(구, 크라이슬러코리아)",크라이슬러 C200,4,2014-08-29,2014-08-29,2015-12-01,전기 배선 커넥터의 접촉불량으로 시동이 꺼지거나 가속이 되지 않을 가능성
"에프씨에이코리아(구, 크라이슬러코리아)","짚체로키, KL",1954,2014-10-29,2015-02-10,2015-12-01,파워 테일게이트 ECU(전자제어장치) 전기 배선 연결부에 수분이 유입되어 파워 테일게이트가 작동되지 않거나 전기배선에서 화재가 발생할 가능성
에프엠케이,페라리 La Ferrari,2,2014-03-15,2015-03-04,2015-08-28,타이어펑크시 타이어 공기업 경보장치의 경고 메세지가 올바르게 표시되지 않아 운전자에게 잘못된 정보 제공으로 안전운행에 지장을 줄 가능성
에프엠케이, 페라리 458 Special,4,2015-03-10,2015-06-19,2015-08-28,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성
에프엠케이,페라리 458 Special A,2,2015-03-10,2015-06-19,2015-08-28,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성
에프엠케이,페라리 California T,18,2015-03-10,2015-06-19,2015-08-28,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성
에프엠케이,페라리 F12 Berlinetta,1,2015-03-10,2015-06-19,2015-08-28,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성
에프엠케이,페라리 FF,1,2015-03-10,2015-06-19,2015-08-28,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성
에프엠케이,페라리 La Ferrari,1,2015-03-10,2015-06-19,2015-08-28,운전석 에어백을 싸고 있는 가죽의 영향으로 에어백이 약 20도 정도 잘못된 방향으로 전개될 가능성
에프엠케이,페라리 La Ferrari,2,2014-03-15,2015-03-04,2015-08-28,머리지지대가 자동차안전기준 제26조에서 정하고 기준에 적합하지 않음
에프엠케이,마세라티 Quattroporte,21,2013-06-01,2013-12-10,2015-11-12,시동모터 및 발전기에 배선이 견고하게 부착되어 있지 않아 주행 중 분리될 경우 재시동 불가 및 배터리 방전 등 안전운행에 지장을 줄 가능성
에프엠케이,마세라티 GranTurismo,2,2015-09-11,2015-09-11,2015-12-11,우측 옆문 문열림 방지장치의 결함으로 차량 사고 발생시 우측 옆문이 열릴 가능성
에프엠케이,마세라티 GranCabrio,1,2015-09-11,2015-09-11,2015-12-11,우측 옆문 문열림 방지장치의 결함으로 차량 사고 발생시 우측 옆문이 열릴 가능성
재규어랜드로버코리아,XJ(2.0/3.0/5.0),199,2014-02-06,2014-07-23,2015-03-12,주행 중 브레이크 파이프 조인트 유니온 부위 풀림 및 브레이크 액의 유출로 인한 제동력 부족 현상 발생
재규어랜드로버코리아,Range Rover,10,2015-01-06,2015-01-23,2015-04-02,휠너트의 인장강도 설계 요구 조건에 부합되지 못하여 주행 중 크랙 발생
재규어랜드로버코리아,Range Rover Sport,36,2015-01-06,2015-01-23,2015-04-02,휠너트의 인장강도 설계 요구 조건에 부합되지 못하여 주행 중 크랙 발생
재규어랜드로버코리아,Discovery4,25,2015-01-06,2015-01-23,2015-04-02,휠너트의 인장강도 설계 요구 조건에 부합되지 못하여 주행 중 크랙 발생
재규어랜드로버코리아,Range Rover 3.0 디젤,26,2013-05-07,2013-10-10,2015-04-02,"전방 방향지시등 고장 시 설치기준 (UN ECE 48, FMVSS 108)에 만족하지 않음"
재규어랜드로버코리아,Range Rover 4.4 디젤,116,2013-05-07,2013-10-10,2015-04-02,"전방 방향지시등 고장 시 설치기준 (UN ECE 48, FMVSS 109)에 만족하지 않음"
재규어랜드로버코리아,Range Rover 5.0 가솔린,33,2013-05-07,2013-10-10,2015-04-02,"전방 방향지시등 고장 시 설치기준 (UN ECE 48, FMVSS 110)에 만족하지 않음"
재규어랜드로버코리아,Range Rover,109,2012-08-12,2014-01-08,2015-04-02,진공 호스의 부정확한 설치로 인해 진공 호스가 엔진 보조 구동벨트 및 풀리와 접촉하여 마모 발생
재규어랜드로버코리아,Range Rover Sport,47,2013-05-07,2014-01-08,2015-04-02,진공 호스의 부정확한 설치로 인해 진공 호스가 엔진 보조 구동벨트 및 풀리와 접촉하여 마모 발생
재규어랜드로버코리아,XF,5,2012-09-11,2012-10-08,2015-04-08,연료펌프 전류 규정값 초과로 연료펌프가 작동되지 않아 시동이 꺼질수 있는 가능성
재규어랜드로버코리아,XK,44,2011-07-02,2015-01-13,2015-07-17,전방 차폭등이 지속적으로 꺼지지 않는 문제로 배터리 방전 가능성 발견
재규어랜드로버코리아,Discovery4,947,2014-08-21,2015-02-12,2015-07-17,ABS(Anti-lock Brake System) 자기진단 기능＊이 정상적으로 작동되지 않아 ABS 고장시 운전자가 이를 인지할 수 없어 안전운행에 지장을 줄 가능성
재규어랜드로버코리아,Range Rover,1094,2005-03-14,2012-07-26,2015-07-17,전륜 브레이크호스 균열 또는 파열로 인해 브레이크액이 누유되어 제동성능이 저하될 가능성
재규어랜드로버코리아,Discovery4,76,2012-08-13,2012-09-14,2015-10-08,선루프 유리를 감싸고 있는 고무 실링의 접착제 불량으로 누수 및 풍절음 등의 현상이 발생되어 안전운행에 지장을 줄 가능성
재규어랜드로버코리아,Range Rover,1330,2012-03-29,2015-05-23,2015-10-08,차량 도어 컨트롤 제어 시스템의 소프트웨어 오류로 도어가 열린 상태임에도 닫힌 상태인 것처럼 인지되어 안전운행에 지장을 줄 가능성
재규어랜드로버코리아,Range Rover Sport,1433,2012-03-29,2015-05-23,2015-10-08,차량 도어 컨트롤 제어 시스템의 소프트웨어 오류로 도어가 열린 상태임에도 닫힌 상태인 것처럼 인지되어 안전운행에 지장을 줄 가능성
포드세일즈서비스코리아,이스케이프,31,2014-04-22,2014-05-05,2015-02-06,연료펌프의 제작이 오발르게 되지 않을 수 있으며 이로인한 연료펌프의 고장으로 인해 엔진으로 공급되믄 연료 압력이 낮을 수 있음
포드세일즈서비스코리아,MKC,289,2013-08-20,2014-09-09,2015-03-16,버튼 시동스위치가 주변 장치 조작 중 의도치 않게 눌려질수 있어 시동이 꺼질수 있는 위험성
포드세일즈서비스코리아,토러스,4958,2009-12-01,2010-06-30,2015-05-06,도어 핸들 리턴 스프링이 제대로 자리잡지 못하여 도어 핸들이 느슨해져서 도어가 안잠길수 있음
포드세일즈서비스코리아,MKS,45,2011-06-01,2011-10-31,2015-05-06,도어 핸들 리턴 스프링이 제대로 자리잡지 못하여 도어 핸들이 느슨해져서 도어가 안잠길수 있음
포드세일즈서비스코리아,MKZ,591,2014-02-17,2014-03-19,2015-05-29,주차등 밝기가 밝아 마주오는 운전자 시야를 방해할 가능성
포드세일즈서비스코리아,이스케이프,311,2014-03-13,2014-12-10,2015-07-17,"속도, 엔진회전수, 연료량, 냉각수온도 등을 표시하는 계기판이 내부 프로그램 오류로 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성"
포드세일즈서비스코리아,이스케이프,24,2014-02-14,2014-03-07,2015-07-17,연료펌프 내부 모터 불량으로 연료압력이 낮아져 주행 중 시동이 꺼질 가능성
포드세일즈서비스코리아,익스플로어,1171,2011-02-01,2012-11-30,2015-07-17,차문 잠금 스프링 장치의 결함으로 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성
포드세일즈서비스코리아,머스탱,224,2014-02-14,2015-02-10,2015-10-26,연료탱크 실드가 외부의 온도 상승을 보호 하지 못해 장기간 차량 하부가 높은 온도에 노출될 경우 연료 누유 및 증발가스가 누출 될 가능성
포드세일즈서비스코리아,이스케이프,167,2014-04-01,2015-06-12,2015-08-14,긴급상황에서 강제 이그니션 OFF 후에도 시동이 꺼지지 않는 현상
포드세일즈서비스코리아,퓨전,680,2011-01-19,2012-12-02,2015-10-26,조향장치 중 전자제어 파워스티어링 위치센서*가 제대로 작동되지 않아 조향기능이 정상적으로 작동되지 않을 가능성
포드세일즈서비스코리아,토러스,236,2011-02-09,2012-02-02,2015-10-26,조향장치 중 전자제어 파워스티어링 위치센서*가 제대로 작동되지 않아 조향기능이 정상적으로 작동되지 않을 가능성
포드세일즈서비스코리아,MKS,1,2012-02-06,2012-02-06,2015-10-26,조향장치 중 전자제어 파워스티어링 위치센서*가 제대로 작동되지 않아 조향기능이 정상적으로 작동되지 않을 가능성
포드세일즈서비스코리아,이스케이프,566,2012-05-22,2012-10-18,2015-10-08,에어백 ECU 내부 회로 결함으로 에어백이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성
포드세일즈서비스코리아,퓨전,754,2012-05-22,2013-04-15,2015-10-08,에어백 ECU 내부 회로 결함으로 에어백이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성
포드세일즈서비스코리아,MKZ,203,2012-04-15,2013-09-10,2015-10-08,에어백 ECU 내부 회로 결함으로 에어백이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성
포드세일즈서비스코리아,퓨전,1526,2012-07-07,2015-03-13,2015-10-08,조향장치 중 파워스티어링 모터를 고정하는 볼트의 결함으로 조향기능이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성
포드세일즈서비스코리아,MKZ,2559,2012-11-20,2015-03-20,2015-10-08,조향장치 중 파워스티어링 모터를 고정하는 볼트의 결함으로 조향기능이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성
포드세일즈서비스코리아,몬데오,823,2014-08-01,2015-04-15,2015-10-08,조향장치 중 파워스티어링 모터를 고정하는 볼트의 결함으로 조향기능이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성
포드세일즈서비스코리아,몬데오,1111,2015-01-21,2015-07-27,2015-10-26,연료라인에 장착된 수분센서의 오링(O-ring)결함으로 연료가 누유되어 엔진룸 화재 발생 가능성
포드세일즈서비스코리아,퓨전,754,2012-07-07,2013-04-20,2015-10-26,자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링이 이탈되어 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성
포드세일즈서비스코리아,MKZ,136,2012-11-20,2013-05-31,2015-10-26,자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링이 이탈되어 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성
포르쉐코리아,파나메라 4,317,2009-04-17,2013-09-13,2015-03-02,일시적인 가변 캠축의 체결 나사 문제로 인해 가변 캠축의 체결나사가 변형될 수 있는 가능성 발견
포르쉐코리아,파나메라 4S,245,2009-04-17,2013-09-13,2015-03-02,일시적인 가변 캠축의 체결 나사 문제로 인해 가변 캠축의 체결나사가 변형될 수 있는 가능성 발견
포르쉐코리아,파나메라 터보,113,2009-04-17,2013-09-13,2015-03-02,일시적인 가변 캠축의 체결 나사 문제로 인해 가변 캠축의 체결나사가 변형될 수 있는 가능성 발견
포르쉐코리아,카이엔 S,211,2009-04-17,2013-09-13,2015-03-02,일시적인 가변 캠축의 체결 나사 문제로 인해 가변 캠축의 체결나사가 변형될 수 있는 가능성 발견
포르쉐코리아,카이엔 터보,149,2009-04-17,2013-09-13,2015-03-02,일시적인 가변 캠축의 체결 나사 문제로 인해 가변 캠축의 체결나사가 변형될 수 있는 가능성 발견
포르쉐코리아,파나메라 S Hybrid,2,2011-03-17,2012-05-07,2015-04-01,연료분사장치에 장착된 연료 레일이 올바르게 장착되지 않았을 가능성으로 인해 연료 누설 가능성
포르쉐코리아,카이엔 S Hybrid,4,2011-03-17,2012-05-07,2015-04-01,연료분사장치에 장착된 연료 레일이 올바르게 장착되지 않았을 가능성으로 인해 연료 누설 가능성
포르쉐코리아,918스파이더,3,2014-02-25,2015-05-06,2015-06-12,엔진룸 왼쪽 후면 라디에이터 팬의 전기 배선 장치가 탄소 섬유로 제작된 방열판과 접촉이 발생하여 이로인해 전기배선 장치에 손상을 입을 수 있는 가능성
포르쉐코리아,마칸S,163,2014-01-24,2015-10-27,2015-12-01,엔진 연료 공급호스의 기계적 강성이 불충분하여 손상됨으로써 연료 유출 및 엔진화재 발생 가능성
포르쉐코리아,마칸 터보,226,2014-01-24,2015-10-27,2015-12-01,엔진 연료 공급호스의 기계적 강성이 불충분하여 손상됨으로써 연료 유출 및 엔진화재 발생 가능성
한국닛산자동차,쥬크,666,2011-11-01,2014-06-30,2015-01-09,연료압력센서를 고정할 때 적용되는 조임 토크가 낮아 고정 부위가 단단히 체결되지 않아 연료가 샐 가능성이 있음
한국닛산자동차,Q70S 5.6,1,2011-11-01,2014-06-30,2015-01-09,연료압력센서를 고정할 때 적용되는 조임 토크가 낮아 고정 부위가 단단히 체결되지 않아 연료가 샐 가능성이 있음
한국닛산자동차,QX80,5,2011-11-01,2014-06-30,2015-01-09,연료압력센서를 고정할 때 적용되는 조임 토크가 낮아 고정 부위가 단단히 체결되지 않아 연료가 샐 가능성이 있음
한국닛산자동차,FX35,1,2007-10-31,2008-04-16,2015-02-16,스티어링 칼럼의 리테이너 형상 불량으로 베어링과의 마찰로 인해 손상 발생
한국닛산자동차,FX50,1,2007-10-31,2008-04-16,2015-02-16,스티어링 칼럼의 리테이너 형상 불량으로 베어링과의 마찰로 인해 손상 발생
한국닛산자동차,EX35,494,2007-06-29,2008-04-25,2015-02-16,스티어링 칼럼의 리테이너 형상 불량으로 베어링과의 마찰로 인해 손상 발생
한국닛산자동차,로그,826,2007-03-05,2014-05-27,2015-03-16,운전석 바닥의 커넥터에 수분 침투 가능성 발견
한국닛산자동차,Q50,1643,2014-04-15,2014-12-22,2015-02-23,텐셔너 가스켓 불량으로 텐셔너와 실린더헤드 사이에서 엔진오일 누유 발생
한국닛산자동차,Pathfinder,8,2011-11-29,2013-11-18,2015-02-23,"후드레치 2차 걸쇠 제작결함으로 엔진 후드 패널과 후드 2차 걸쇠 사이에서 오염 물질, 부식 등으로 인해 후드가 완전히 닫히지 않을 수 있는 가능성이 있음"
한국닛산자동차,QX60,180,2011-11-29,2013-11-18,2015-02-23,"후드레치 2차 걸쇠 제작결함으로 엔진 후드 패널과 후드 2차 걸쇠 사이에서 오염 물질, 부식 등으로 인해 후드가 완전히 닫히지 않을 수 있는 가능성이 있음"
한국닛산자동차,QX60 Hybrid,2,2011-11-29,2013-11-18,2015-02-23,"후드레치 2차 걸쇠 제작결함으로 엔진 후드 패널과 후드 2차 걸쇠 사이에서 오염 물질, 부식 등으로 인해 후드가 완전히 닫히지 않을 수 있는 가능성이 있음"
한국닛산자동차,쥬크,296,2013-08-30,2013-10-22,2015-07-24,엔진시동스위치에 조립된 이모빌라이저 안테나의 내경이 설계 규격에 맞지 않게 제작되어 비상정지 기능 등이 작동 할 우려
한국닛산자동차,알티마,149,2012-03-27,2015-09-09,2015-11-13,충돌 등으로 인한 충격이 발생한 경우 연료펌프의 에이치링(H-ring)*이 이탈되어 연료 유출 가능성
한국닛산자동차,맥시마,71,2015-02-10,2015-08-24,2015-11-13,충돌 등으로 인한 충격이 발생한 경우 연료펌프의 에이치링(H-ring)*이 이탈되어 연료 유출 가능성
한국지엠(수입),카마로,100,2011-01-14,2011-06-17,2015-02-13,전동시트 높이 조절 브라켓의 볼트 조립부가 규격에 맞지 않게 제작되어 브라켓에 체결되는 볼트가 풀릴 수 있음
한국지엠(수입),베리타스,2524,2007-11-08,2009-09-03,2015-05-29,운전자의 무릎이 시동 키에 닿을 경우 시동 키의 위치가 ON에서 ACC로 의도하지 않게 회전할 수 있음
한국지엠(수입),베리타스,1162,2008-07-15,2009-09-03,2015-12-18,엔진 점화장치(점화코일) 내부의 코일 불량으로 점화성능이 저하되어 주행중 시동이 꺼질 가능성
한국토요타자동차,토요타 캠리,773,2011-03-08,2011-07-23,2015-01-08,프론트 서스펜션 관련 부품 이송장치의 유지보수가 부적저하여 운반중 로어암과 너클암을 연결하는 볼조인트의 고부 부트가 손상 되었을 가능성이 잇음
한국토요타자동차,토요타 캠리 하이브리드,123,2011-03-08,2011-07-20,2015-01-08,프론트 서스펜션 관련 부품 이송장치의 유지보수가 부적저하여 운반중 로어암과 너클암을 연결하는 볼조인트의 고부 부트가 손상 되었을 가능성이 잇음
한국토요타자동차,토요타 캠리 하이브리드,198,2014-09-16,2014-10-30,2015-06-18,전동식 파워 스티어링 컴퓨터의 생산과정 중 회로기판의 저항기 손상으로 저속 주행 조향에 필요한 힘 증가로 인해 사고위험 야기 우려
한국토요타자동차,렉서스 NX200t,56,2015-01-07,2015-02-02,2015-07-09,ABS 액츄에이터의 조립과정에서 이물질이 발생하였을 가능성이 있어 압력조절이 늦어져 주행안정성이 저하될 우려
한국토요타자동차,RAV4 4WD,587,2009-02-27,2010-04-28,2015-12-17,운전석 파워 윈도우 스위치 내부에 윤활용 그리스 도포방법이 부적절하여 전기접촉점의 마모로 생긴 파편이 합선을 일으켜 과열로 인한 화재 발생 가능성
한국토요타자동차,RAV4 2WD,209,2009-09-01,2010-04-22,2015-12-17,운전석 파워 윈도우 스위치 내부에 윤활용 그리스 도포방법이 부적절하여 전기접촉점의 마모로 생긴 파편이 합선을 일으켜 과열로 인한 화재 발생 가능성
한불모터스,푸조 2008 1.6 e-HDI,20,2013-07-15,2013-12-03,2015-01-26,주차브레이크 레버의 조정 문제로 인하여 고객이 주차 브레이크 레버를 당겼음에도 불구하고 정확히 체결이 되지 않을 수 있으므로 차량이 제위치에 고정되지 않을 수 있음
한불모터스,푸조 308 2.0 HDI,77,2014-03-24,2014-12-02,2015-04-17,프론트 서스펜션 위시본 마운팅 볼트의 결함으로 인하여 볼트가 파손되어 소음 및 조향성능 저하 우려
한불모터스,푸조 308SW 2.0 HDI,35,2014-04-09,2014-11-28,2015-04-17,프론트 서스펜션 위시본 마운팅 볼트의 결함으로 인하여 볼트가 파손되어 소음 및 조향성능 저하 우려
한불모터스,시트로엥 Grand C4 Picasso 2.0 Blue-HDI,90,2014-03-12,2014-11-13,2015-04-17,프론트 서스펜션 위시본 마운팅 볼트의 결함으로 인하여 볼트가 파손되어 소음 및 조향성능 저하 우려
한불모터스,시트로엥 C4 Picasso 2.0 Blue-HDI,75,2014-06-18,2014-11-14,2015-04-17,프론트 서스펜션 위시본 마운팅 볼트의 결함으로 인하여 볼트가 파손되어 소음 및 조향성능 저하 우려
한불모터스,시트로엥 Grand C4 Picasso 2.0 Blue-HDI,337,2013-11-12,2014-11-14,2015-05-15,프론트 서스펜션 위시본 마운팅 볼트의 결함으로 인하여 볼트가 파손되어 소음 및 조향성능 저하 우려
한불모터스,시트로엥 C4 Picasso 2.0 Blue-HDI,18,2014-07-03,2014-10-13,2015-05-15,프론트 서스펜션 위시본 마운팅 볼트의 결함으로 인하여 볼트가 파손되어 소음 및 조향성능 저하 우려
한불모터스,푸조 308 2.0 HDI,349,2014-01-15,2014-11-13,2015-05-15,프론트 서스펜션 위시본 마운팅 볼트의 결함으로 인하여 볼트가 파손되어 소음 및 조향성능 저하 우려
한불모터스,푸조 308SW 2.0 HDI,94,2014-04-22,2014-11-26,2015-05-15,프론트 서스펜션 위시본 마운팅 볼트의 결함으로 인하여 볼트가 파손되어 소음 및 조향성능 저하 우려
